geoid,geoid20,year,denom_total_pop,toxic_releases,toxic_releases_pctile
1400000US06037602302,6037602302,2021,4896,7995.8301,89
1400000US06037113239,6037113239,2021,2788,422.06,6
1400000US06037111100,6037111100,2021,3179,484.37,6
1400000US06037602404,6037602404,2021,5457,7406.0898,88
1400000US06037540202,6037540202,2021,7116,7844.7598,89
1400000US06037651102,6037651102,2021,3534,7710,89
1400000US06037302002,6037302002,2021,3949,1363.76,31
1400000US06037113238,6037113238,2021,4557,422.06,6
1400000US06037500600,6037500600,2021,4912,2889.7,67
1400000US06037119341,6037119341,2021,2890,637.23999,12
1400000US06037554517,6037554517,2021,4510,3699.6299,72
1400000US06037651201,6037651201,2021,5018,6544.8198,86
1400000US06037128101,6037128101,2021,3735,899.15997,19
1400000US06037141600,6037141600,2021,4228,1096.71,24
1400000US06037551402,6037551402,2021,4677,5199.8901,81
1400000US06037910709,6037910709,2021,2016,1751.27,45
1400000US06037703002,6037703002,2021,6769,2641.0901,64
1400000US06037670001,6037670001,2021,3406,10505.61,94
1400000US06037482801,6037482801,2021,4524,2361.27,60
1400000US06037143605,6037143605,2021,2181,1167.0601,26
1400000US06037143606,6037143606,2021,1539,1167.0601,26
1400000US06037104103,6037104103,2021,3431,684.72998,14
1400000US06037920048,6037920048,2021,5910,286.82001,5
1400000US06037481201,6037481201,2021,4031,1689.54,43
1400000US06037232602,6037232602,2021,4566,3303.8,70
1400000US06037800334,6037800334,2021,4995,155.39,2
1400000US06037232601,6037232601,2021,2267,3303.8,70
1400000US06037703100,6037703100,2021,6068,2733.51,65
1400000US06037920104,6037920104,2021,2933,24.26,1
1400000US06037204820,6037204820,2021,2241,3039.25,68
1400000US06037900705,6037900705,2021,3980,5820.6499,83
1400000US06037109604,6037109604,2021,3195,559.07001,9
1400000US06037104108,6037104108,2021,6001,705.85999,14
1400000US06037301801,6037301801,2021,5258,1265.86,29
1400000US06037651222,6037651222,2021,6459,6707.3701,86
1400000US06037297120,6037297120,2021,2935,4130.02,75
1400000US06037206054,6037206054,2021,2354,2124.5901,56
1400000US06037206053,6037206053,2021,3321,2124.5901,56
1400000US06037186302,6037186302,2021,5096,1496.66,37
1400000US06037139506,6037139506,2021,3085,761,16
1400000US06037201402,6037201402,2021,4995,1881.8199,49
1400000US06037139505,6037139505,2021,2861,761,16
1400000US06037432001,6037432001,2021,2479,1735.6899,44
1400000US06037531202,6037531202,2021,4431,2890.4099,67
1400000US06037432002,6037432002,2021,5120,1735.6899,44
1400000US06037543502,6037543502,2021,4218,11388.34,95
1400000US06037503501,6037503501,2021,6444,3098.6799,68
1400000US06037134901,6037134901,2021,3140,573.07001,10
1400000US06037554203,6037554203,2021,3730,5399.0898,82
1400000US06037461000,6037461000,2021,6033,1160.11,26
1400000US06037302103,6037302103,2021,5430,1406.1,33
1400000US06037231720,6037231720,2021,4934,2881.46,67
1400000US06037482201,6037482201,2021,4076,1932.22,51
1400000US06037402001,6037402001,2021,3294,678.87,13
1400000US06037502801,6037502801,2021,6490,3637.53,72
1400000US06037533702,6037533702,2021,3482,3932.1001,74
1400000US06037463900,6037463900,2021,3290,1168.6801,26
1400000US06037403321,6037403321,2021,5992,1538.8199,38
1400000US06037920042,6037920042,2021,6990,203.62,3
1400000US06037553100,6037553100,2021,6770,5232.7002,81
1400000US06037501301,6037501301,2021,3080,2571.78,63
1400000US06037501302,6037501302,2021,4074,2571.78,63
1400000US06037531603,6037531603,2021,3409,2551.98,63
1400000US06037541801,6037541801,2021,6180,10270.84,94
1400000US06037229410,6037229410,2021,3697,3557.6101,71
1400000US06037127605,6037127605,2021,4329,785.38,17
1400000US06037571201,6037571201,2021,4068,5534.71,82
1400000US06037274202,6037274202,2021,4284,2125.1899,56
1400000US06037115204,6037115204,2021,3733,538.64001,8
1400000US06037702002,6037702002,2021,6443,1642.21,41
1400000US06037482702,6037482702,2021,2373,2230.8799,58
1400000US06037400501,6037400501,2021,2684,781.40002,17
1400000US06037115203,6037115203,2021,2914,538.64001,8
1400000US06037408140,6037408140,2021,3793,2234.71,58
1400000US06037571202,6037571202,2021,4076,5534.71,82
1400000US06037143500,6037143500,2021,5482,1130.9,25
1400000US06037189102,6037189102,2021,3356,1370.84,32
1400000US06037701402,6037701402,2021,5577,1470.42,35
1400000US06037131702,6037131702,2021,3770,568.48999,10
1400000US06037544001,6037544001,2021,3752,26330.971,100
1400000US06037920030,6037920030,2021,5088,274.42999,4
1400000US06037212306,6037212306,2021,3413,1897.03,50
1400000US06037271801,6037271801,2021,3071,1945.42,51
1400000US06037267800,6037267800,2021,2666,1694.88,43
1400000US06037191810,6037191810,2021,3367,1477.03,36
1400000US06037123206,6037123206,2021,2572,1077.62,23
1400000US06037432602,6037432602,2021,4852,1881.29,49
1400000US06037401707,6037401707,2021,7770,611.45001,11
1400000US06037535605,6037535605,2021,4440,6292.3901,85
1400000US06037502004,6037502004,2021,4251,2800.5901,66
1400000US06037575001,6037575001,2021,3757,15879.35,98
1400000US06037670202,6037670202,2021,2637,5698.2598,83
1400000US06037302102,6037302102,2021,5946,1454.73,35
1400000US06037124102,6037124102,2021,3551,1069.74,22
1400000US06037403323,6037403323,2021,5581,1961.03,52
1400000US06037117301,6037117301,2021,3910,583.65002,10
1400000US06037552302,6037552302,2021,4107,4069.46,75
1400000US06037621301,6037621301,2021,6973,6213.0601,84
1400000US06037430802,6037430802,2021,4586,1617.45,41
1400000US06037226702,6037226702,2021,3980,2728.3701,65
1400000US06037541606,6037541606,2021,2348,16189.25,98
1400000US06037481002,6037481002,2021,5646,1473.05,36
1400000US06037226701,6037226701,2021,3681,2728.3701,65
1400000US06037320300,6037320300,2021,6734,668.03003,13
1400000US06037533806,6037533806,2021,2913,4605.21,78
1400000US06037404804,6037404804,2021,5364,1886.27,49
1400000US06037404805,6037404805,2021,2547,1886.27,49
1400000US06037534201,6037534201,2021,4768,5507.2402,82
1400000US06037481605,6037481605,2021,2831,1732.88,44
1400000US06037461400,6037461400,2021,3119,1157.14,26
1400000US06037531101,6037531101,2021,4851,2405.52,61
1400000US06037310701,6037310701,2021,2181,1368.02,31
1400000US06037576503,6037576503,2021,4469,9697.0996,93
1400000US06037542103,6037542103,2021,3685,11328.8,95
1400000US06037119320,6037119320,2021,4906,616.12,11
1400000US06037501600,6037501600,2021,8517,2404.78,61
1400000US06037228410,6037228410,2021,3600,2758.8201,65
1400000US06037573300,6037573300,2021,4158,12675.85,96
1400000US06037400603,6037400603,2021,5201,1051.92,22
1400000US06037275102,6037275102,2021,4357,2189.46,58
1400000US06037111401,6037111401,2021,4053,536.67999,8
1400000US06037111402,6037111402,2021,4682,536.67999,8
1400000US06037404504,6037404504,2021,5073,1297.92,30
1400000US06037402301,6037402301,2021,5464,745.72998,16
1400000US06037910807,6037910807,2021,6424,268.37,4
1400000US06037229200,6037229200,2021,5072,3356.52,70
1400000US06037920043,6037920043,2021,7130,226.14,3
1400000US06037104704,6037104704,2021,4321,729.34003,15
1400000US06037405101,6037405101,2021,5617,1755.14,45
1400000US06037409100,6037409100,2021,5507,2371.1399,61
1400000US06037403409,6037403409,2021,4615,1581.78,40
1400000US06037237102,6037237102,2021,3407,3710.24,73
1400000US06037406103,6037406103,2021,7888,1501.39,37
1400000US06037186203,6037186203,2021,3416,1442.41,34
1400000US06037106646,6037106646,2021,3161,408.69,6
1400000US06037301901,6037301901,2021,3428,1232.03,28
1400000US06037265602,6037265602,2021,3044,1538.89,38
1400000US06037401102,6037401102,2021,3896,1140.54,25
1400000US06037570901,6037570901,2021,5752,4459.21,77
1400000US06037301902,6037301902,2021,4764,1232.03,28
1400000US06037128400,6037128400,2021,4502,1249.9,28
1400000US06037433903,6037433903,2021,3930,2484.5801,62
1400000US06037295103,6037295103,2021,5188,7149.5298,87
1400000US06037121600,6037121600,2021,2735,966.09998,19
1400000US06037203100,6037203100,2021,4498,1883.24,49
1400000US06037534102,6037534102,2021,6219,4410.2002,77
1400000US06037400602,6037400602,2021,4250,1128.21,25
1400000US06037221710,6037221710,2021,2833,2248.6201,59
1400000US06037275313,6037275313,2021,2749,2183.24,57
1400000US06037920041,6037920041,2021,1668,219.38,3
1400000US06037275312,6037275312,2021,2310,2183.24,57
1400000US06037920116,6037920116,2021,5481,145.11,2
1400000US06037577100,6037577100,2021,7185,9139.3701,92
1400000US06037535503,6037535503,2021,2240,5609.1699,82
1400000US06037124201,6037124201,2021,3348,1084.23,23
1400000US06037650003,6037650003,2021,3202,9767.5303,93
1400000US06037531000,6037531000,2021,5133,2249.77,59
1400000US06037670003,6037670003,2021,5707,11205.78,95
1400000US06037574400,6037574400,2021,5474,7136.5698,87
1400000US06037503701,6037503701,2021,4840,3077.1201,68
1400000US06037262704,6037262704,2021,3561,1221.01,28
1400000US06037603705,6037603705,2021,2776,9086.1201,92
1400000US06037571101,6037571101,2021,4402,4697.9702,79
1400000US06037603706,6037603706,2021,3833,9086.1201,92
1400000US06037104201,6037104201,2021,4569,636.98999,12
1400000US06037532304,6037532304,2021,5524,3795.3701,73
1400000US06037480303,6037480303,2021,4103,1431.77,34
1400000US06037204200,6037204200,2021,3657,2199.24,58
1400000US06037800338,6037800338,2021,6790,159.47,2
1400000US06037127606,6037127606,2021,3322,801.77002,17
1400000US06037212202,6037212202,2021,3424,1904.1,50
1400000US06037462302,6037462302,2021,3213,1041.7,21
1400000US06037104105,6037104105,2021,6054,691.39001,14
1400000US06037267600,6037267600,2021,2916,1625.1899,41
1400000US06037294810,6037294810,2021,4278,9274.54,92
1400000US06037570304,6037570304,2021,5094,9431.7695,92
1400000US06037541003,6037541003,2021,4462,45993.762,100
1400000US06037552900,6037552900,2021,7156,4643.6699,78
1400000US06037531901,6037531901,2021,6237,3044.1299,68
1400000US06037480202,6037480202,2021,2553,1404.5,33
1400000US06037183104,6037183104,2021,2122,1263.61,29
1400000US06037670101,6037670101,2021,4392,7545.3999,88
1400000US06037530005,6037530005,2021,3971,2602.8999,64
1400000US06037576801,6037576801,2021,4070,9488.4697,92
1400000US06037574000,6037574000,2021,5165,5777.7798,83
1400000US06037504101,6037504101,2021,4826,3667.5601,72
1400000US06037262601,6037262601,2021,3459,1076.0601,23
1400000US06037103201,6037103201,2021,1674,707.33002,14
1400000US06037291120,6037291120,2021,2407,12472.22,96
1400000US06037409000,6037409000,2021,7115,1220.27,27
1400000US06037103202,6037103202,2021,4056,707.33002,14
1400000US06037139504,6037139504,2021,3998,777.06,17
1400000US06037296500,6037296500,2021,3447,5185.0298,81
1400000US06037273902,6037273902,2021,4221,1936.4399,51
1400000US06037600302,6037600302,2021,3086,6916.6299,86
1400000US06037553201,6037553201,2021,4119,5707.4102,83
1400000US06037553202,6037553202,2021,3505,5707.4102,83
1400000US06037431501,6037431501,2021,4480,1810.6,47
1400000US06037106649,6037106649,2021,2661,610.56,11
1400000US06037192610,6037192610,2021,3703,1574.63,40
1400000US06037651304,6037651304,2021,4852,5350.7002,81
1400000US06037212702,6037212702,2021,3632,1763.39,45
1400000US06037400402,6037400402,2021,4305,617.69,11
1400000US06037277100,6037277100,2021,3100,3017.3799,68
1400000US06037462001,6037462001,2021,4460,995.28003,20
1400000US06037137402,6037137402,2021,5365,536.15002,8
1400000US06037482404,6037482404,2021,2043,2202.8999,58
1400000US06037482403,6037482403,2021,2093,2202.8999,58
1400000US06037211123,6037211123,2021,1710,1790.63,46
1400000US06037191620,6037191620,2021,2532,1493.78,37
1400000US06037533103,6037533103,2021,4385,4100.9902,75
1400000US06037211124,6037211124,2021,3925,1790.63,46
1400000US06037192420,6037192420,2021,4280,1557.05,39
1400000US06037555212,6037555212,2021,5578,4008.71,74
1400000US06037207501,6037207501,2021,2193,2014.35,53
1400000US06037401706,6037401706,2021,4280,607.84003,11
1400000US06037134201,6037134201,2021,4735,514.75,7
1400000US06037128801,6037128801,2021,3419,1035.88,21
1400000US06037542900,6037542900,2021,3254,29907.311,100
1400000US06037204600,6037204600,2021,4080,2338.0801,60
1400000US06037120400,6037120400,2021,6769,758.89001,16
1400000US06037125310,6037125310,2021,4313,1086.65,23
1400000US06037670102,6037670102,2021,2497,7643.6699,89
1400000US06037197600,6037197600,2021,2166,1848.02,48
1400000US06037226001,6037226001,2021,2615,2607.8201,64
1400000US06037530801,6037530801,2021,5407,2028.8199,54
1400000US06037296901,6037296901,2021,4466,4098.7402,75
1400000US06037294421,6037294421,2021,2891,9437.4697,92
1400000US06037535702,6037535702,2021,5638,5749.6201,83
1400000US06037143200,6037143200,2021,4085,1135.6899,25
1400000US06037554515,6037554515,2021,3793,3878.1001,74
1400000US06037402102,6037402102,2021,4858,662.07001,13
1400000US06037432700,6037432700,2021,5779,2053.3799,55
1400000US06037535803,6037535803,2021,4246,6352.8301,85
1400000US06037541603,6037541603,2021,3059,13868.46,97
1400000US06037123104,6037123104,2021,4416,1096.12,24
1400000US06037218220,6037218220,2021,3859,1957.3101,52
1400000US06037536202,6037536202,2021,3035,7649.4302,89
1400000US06037139302,6037139302,2021,5000,650.16998,12
1400000US06037535606,6037535606,2021,2007,6239.4502,85
1400000US06037228100,6037228100,2021,5505,3011.46,68
1400000US06037228600,6037228600,2021,5301,3169.55,69
1400000US06037216800,6037216800,2021,3203,1760.26,45
1400000US06037132102,6037132102,2021,5401,671.03003,13
1400000US06037920343,6037920343,2021,3670,185,2
1400000US06037920342,6037920342,2021,3338,185.94,2
1400000US06037402405,6037402405,2021,2916,961.96997,19
1400000US06037211804,6037211804,2021,3221,1682.29,43
1400000US06037134802,6037134802,2021,3244,549.26001,9
1400000US06037602512,6037602512,2021,657,7477.7598,88
1400000US06037134801,6037134801,2021,3155,549.26001,9
1400000US06037134303,6037134303,2021,5942,493.48999,6
1400000US06037901008,6037901008,2021,2744,2998.1001,68
1400000US06037533002,6037533002,2021,1603,4161.0298,76
1400000US06037311200,6037311200,2021,3171,1095.9399,24
1400000US06037433200,6037433200,2021,6266,2204.71,58
1400000US06037239602,6037239602,2021,4016,4721.48,79
1400000US06037602506,6037602506,2021,4297,8340.5596,90
1400000US06037533803,6037533803,2021,6374,4331.1699,77
1400000US06037536201,6037536201,2021,5128,7688.5698,89
1400000US06037402602,6037402602,2021,4093,733.5,15
1400000US06037650802,6037650802,2021,2728,9016.4404,91
1400000US06037402601,6037402601,2021,3397,733.5,15
1400000US06037139801,6037139801,2021,3488,781.46997,17
1400000US06037218300,6037218300,2021,5290,1933.3199,51
1400000US06037650801,6037650801,2021,3689,9016.4404,91
1400000US06037101400,6037101400,2021,3458,855.71002,18
1400000US06037402903,6037402903,2021,4363,857.84998,18
1400000US06037481606,6037481606,2021,5013,1681.77,42
1400000US06037461200,6037461200,2021,4535,1133.65,25
1400000US06037297502,6037297502,2021,2226,3368.78,70
1400000US06037106641,6037106641,2021,2372,98.949997,2
1400000US06037651002,6037651002,2021,4702,8868.3496,91
1400000US06037297501,6037297501,2021,2461,3368.78,70
1400000US06037535604,6037535604,2021,4476,6106.4399,84
1400000US06037531301,6037531301,2021,4824,2975.1101,67
1400000US06037534804,6037534804,2021,3736,4895.4502,80
1400000US06037131801,6037131801,2021,3072,607.71002,11
1400000US06037542601,6037542601,2021,3295,18478.41,99
1400000US06037481500,6037481500,2021,4489,1644.6801,42
1400000US06037293302,6037293302,2021,5082,9853.2197,93
1400000US06037131802,6037131802,2021,3085,607.71002,11
1400000US06037190101,6037190101,2021,1664,1400.1801,32
1400000US06037540400,6037540400,2021,2109,8916.2598,91
1400000US06037190102,6037190102,2021,2789,1400.1801,32
1400000US06037433103,6037433103,2021,6921,2185.4399,58
1400000US06037463602,6037463602,2021,6057,1090.2,23
1400000US06037650102,6037650102,2021,2211,10991.64,95
1400000US06037403328,6037403328,2021,4053,2069.23,55
1400000US06037553502,6037553502,2021,4066,7483.8501,88
1400000US06037980025,6037980025,2021,1618,13763.58,97
1400000US06037125402,6037125402,2021,5040,1110.39,24
1400000US06037432901,6037432901,2021,3727,1918.58,51
1400000US06037404301,6037404301,2021,5503,1210.28,27
1400000US06037550700,6037550700,2021,6104,3872.76,74
1400000US06037920031,6037920031,2021,4507,231.92999,3
1400000US06037183510,6037183510,2021,2577,1392.46,32
1400000US06037543306,6037543306,2021,6230,13763.58,97
1400000US06037573601,6037573601,2021,6450,6571.6802,86
1400000US06037128210,6037128210,2021,5008,958.23999,19
1400000US06037463400,6037463400,2021,5787,1097.35,24
1400000US06037231800,6037231800,2021,5436,2922.25,67
1400000US06037602103,6037602103,2021,6650,6669.3398,86
1400000US06037576802,6037576802,2021,4061,9295.1797,92
1400000US06037406602,6037406602,2021,5198,1939.5601,51
1400000US06037408139,6037408139,2021,4536,2250.05,59
1400000US06037574902,6037574902,2021,5549,12932.9,97
1400000US06037920339,6037920339,2021,7556,204.25,3
1400000US06037302302,6037302302,2021,5337,5560,82
1400000US06037134522,6037134522,2021,4167,506.42001,7
1400000US06037293304,6037293304,2021,4832,9083.5,92
1400000US06037431400,6037431400,2021,4202,1990.95,53
1400000US06037134305,6037134305,2021,4183,493.56,6
1400000US06037311400,6037311400,2021,2300,1111.83,24
1400000US06037208301,6037208301,2021,2148,1908.11,50
1400000US06037406300,6037406300,2021,6770,1600.25,40
1400000US06037570701,6037570701,2021,7372,6028.6499,84
1400000US06037406000,6037406000,2021,5206,1443.13,34
1400000US06037239320,6037239320,2021,4086,4192.3999,76
1400000US06037296220,6037296220,2021,4447,4933.2798,80
1400000US06037402904,6037402904,2021,3705,915.81,19
1400000US06037577700,6037577700,2021,4865,14199.85,97
1400000US06037601501,6037601501,2021,3918,4644.75,78
1400000US06037480304,6037480304,2021,4506,1432.49,34
1400000US06037294120,6037294120,2021,2687,17323.07,99
1400000US06037432401,6037432401,2021,3711,1841.16,48
1400000US06037530302,6037530302,2021,6849,2599.1499,64
1400000US06037211420,6037211420,2021,3573,1647.97,42
1400000US06037221110,6037221110,2021,3705,2034.58,54
1400000US06037532101,6037532101,2021,6747,3042.6599,68
1400000US06037113423,6037113423,2021,1899,566.28003,9
1400000US06037432501,6037432501,2021,3110,1763.64,45
1400000US06037203602,6037203602,2021,2130,2037.59,54
1400000US06037264102,6037264102,2021,2998,1413.17,33
1400000US06037203601,6037203601,2021,3146,2037.59,54
1400000US06037573102,6037573102,2021,4216,16881.199,99
1400000US06037432502,6037432502,2021,5113,1762.36,45
1400000US06037134720,6037134720,2021,5074,544.59998,8
1400000US06037573101,6037573101,2021,3331,16881.199,99
1400000US06037482202,6037482202,2021,5087,1948.04,52
1400000US06037224420,6037224420,2021,2637,2339.0701,60
1400000US06037113424,6037113424,2021,4651,566.28003,9
1400000US06037212800,6037212800,2021,3543,1843.97,48
1400000US06037503000,6037503000,2021,5606,3661.8201,72
1400000US06037408401,6037408401,2021,4389,2391.3899,61
1400000US06037407802,6037407802,2021,3476,2209.95,58
1400000US06037117405,6037117405,2021,3574,615.08002,11
1400000US06037123010,6037123010,2021,4027,1031.86,21
1400000US06037189600,6037189600,2021,3890,1330.5699,31
1400000US06037535300,6037535300,2021,6524,4985.02,80
1400000US06037572301,6037572301,2021,3804,13316.95,97
1400000US06037199900,6037199900,2021,2692,1861.89,49
1400000US06037127604,6037127604,2021,3157,747.90997,16
1400000US06037910721,6037910721,2021,4106,4104.8599,75
1400000US06037910720,6037910720,2021,3549,4104.8599,75
1400000US06037554522,6037554522,2021,4944,4117.6201,75
1400000US06037554801,6037554801,2021,2744,4296.6602,76
1400000US06037900805,6037900805,2021,4916,3813.28,73
1400000US06037602513,6037602513,2021,3968,7449.7402,88
1400000US06037111202,6037111202,2021,5169,469.34,6
1400000US06037302505,6037302505,2021,4376,1597.8101,40
1400000US06037109100,6037109100,2021,2797,622.69,12
1400000US06037271400,6037271400,2021,3743,1817.5601,47
1400000US06037218900,6037218900,2021,6149,2151.2,57
1400000US06037534403,6037534403,2021,2843,4679.5698,78
1400000US06037214700,6037214700,2021,2414,1665.14,42
1400000US06037482701,6037482701,2021,4323,2333.2,60
1400000US06037217200,6037217200,2021,4156,1872.45,49
1400000US06037481101,6037481101,2021,4513,1476.1801,36
1400000US06037117303,6037117303,2021,3754,609.92999,11
1400000US06037187300,6037187300,2021,3597,1531.08,38
1400000US06037553300,6037553300,2021,3214,6615.71,86
1400000US06037536104,6037536104,2021,3900,6048.7998,84
1400000US06037132900,6037132900,2021,3885,656.70001,13
1400000US06037242100,6037242100,2021,3536,6388.6001,85
1400000US06037910212,6037910212,2021,4051,5554.8198,82
1400000US06037600801,6037600801,2021,3199,4475.0298,77
1400000US06037910211,6037910211,2021,1169,5554.8198,82
1400000US06037404203,6037404203,2021,4252,1182.8,27
1400000US06037302503,6037302503,2021,4290,1672.83,42
1400000US06037910716,6037910716,2021,5770,2842.77,66
1400000US06037575201,6037575201,2021,4772,11983.35,96
1400000US06037294701,6037294701,2021,3099,9756.54,93
1400000US06037502700,6037502700,2021,6919,3118.3,68
1400000US06037603400,6037603400,2021,4113,13377.66,97
1400000US06037404701,6037404701,2021,5729,1978.42,52
1400000US06037920029,6037920029,2021,5894,294.85001,5
1400000US06037534405,6037534405,2021,4351,4845.1899,79
1400000US06037197420,6037197420,2021,3564,1681.9301,43
1400000US06037239802,6037239802,2021,5461,5099.6401,80
1400000US06037901101,6037901101,2021,5519,1710.48,43
1400000US06037209201,6037209201,2021,1859,2014.21,53
1400000US06037540000,6037540000,2021,5650,7894.1099,89
1400000US06037920313,6037920313,2021,4719,224.89,3
1400000US06037701601,6037701601,2021,4150,1476.14,36
1400000US06037403404,6037403404,2021,2645,1774.84,45
1400000US06037480902,6037480902,2021,4049,1616.2,41
1400000US06037402002,6037402002,2021,4125,691.95001,14
1400000US06037209202,6037209202,2021,2686,2014.21,53
1400000US06037267406,6037267406,2021,2444,1511.11,37
1400000US06037207304,6037207304,2021,574,2168.8301,57
1400000US06037432802,6037432802,2021,5077,2023.53,54
1400000US06037207305,6037207305,2021,2316,2168.8301,57
1400000US06037267405,6037267405,2021,2428,1511.11,37
1400000US06037106510,6037106510,2021,5823,267.5,4
1400000US06037207303,6037207303,2021,2021,2168.8301,57
1400000US06037104204,6037104204,2021,3679,638.53998,12
1400000US06037543501,6037543501,2021,7457,11846.09,96
1400000US06037143603,6037143603,2021,2392,1156.9399,26
1400000US06037433505,6037433505,2021,4500,2403.95,61
1400000US06037128703,6037128703,2021,2896,1069.17,22
1400000US06037702803,6037702803,2021,3063,2031.29,54
1400000US06037206052,6037206052,2021,807,2513.1101,62
1400000US06037128704,6037128704,2021,2914,1069.17,22
1400000US06037199202,6037199202,2021,3155,1650.91,42
1400000US06037206051,6037206051,2021,3256,2513.1101,62
1400000US06037701802,6037701802,2021,4645,1590.62,40
1400000US06037552100,6037552100,2021,6624,4660.1499,78
1400000US06037701602,6037701602,2021,3987,1513.95,37
1400000US06037123510,6037123510,2021,4795,864.63,18
1400000US06037535603,6037535603,2021,3998,5442.2402,82
1400000US06037300400,6037300400,2021,5986,1006.69,20
1400000US06037183820,6037183820,2021,3445,1454.5601,35
1400000US06037311100,6037311100,2021,4183,1133.73,25
1400000US06037541700,6037541700,2021,6638,10333.36,94
1400000US06037106648,6037106648,2021,4546,624.21997,12
1400000US06037463200,6037463200,2021,3563,1141.5,25
1400000US06037124600,6037124600,2021,2691,1070.6801,23
1400000US06037211201,6037211201,2021,2562,1609,40
1400000US06037132501,6037132501,2021,4566,574.09003,10
1400000US06037403316,6037403316,2021,6757,1640.01,41
1400000US06037311500,6037311500,2021,5828,1133.8,25
1400000US06037670328,6037670328,2021,4730,3710.55,73
1400000US06037131200,6037131200,2021,3417,609.76001,11
1400000US06037227010,6037227010,2021,5705,2762.8999,65
1400000US06037408135,6037408135,2021,3882,2090.9199,55
1400000US06037402304,6037402304,2021,4057,761.53998,16
1400000US06037183103,6037183103,2021,4355,1307.4399,30
1400000US06037463601,6037463601,2021,5988,1079.86,23
1400000US06037533403,6037533403,2021,2848,3724.1899,73
1400000US06037542106,6037542106,2021,3369,10471.85,94
1400000US06037701801,6037701801,2021,7001,1600.77,40
1400000US06037199300,6037199300,2021,4202,1545.38,38
1400000US06037189202,6037189202,2021,2396,1366.42,31
1400000US06037125600,6037125600,2021,2811,1115.03,24
1400000US06037406801,6037406801,2021,4866,1926.95,51
1400000US06037430501,6037430501,2021,4030,1131.65,25
1400000US06037134710,6037134710,2021,5836,533.65997,8
1400000US06037109603,6037109603,2021,4297,574.09003,10
1400000US06037500300,6037500300,2021,3050,3206.4099,69
1400000US06037540101,6037540101,2021,6743,7227.2998,87
1400000US06037501503,6037501503,2021,5280,2469.45,62
1400000US06037401705,6037401705,2021,3653,576.82001,10
1400000US06037102105,6037102105,2021,1905,1878.59,49
1400000US06037577800,6037577800,2021,4224,4314.5098,76
1400000US06037135113,6037135113,2021,3485,529.34003,8
1400000US06037123304,6037123304,2021,4362,962.09003,19
1400000US06037703003,6037703003,2021,2767,2410.8101,61
1400000US06037601302,6037601302,2021,7333,3194.1399,69
1400000US06037195500,6037195500,2021,5548,1617.0601,41
1400000US06037189300,6037189300,2021,3117,1351.61,31
1400000US06037192002,6037192002,2021,2597,1523.09,37
1400000US06037405201,6037405201,2021,4933,1781.37,46
1400000US06037134306,6037134306,2021,4305,498.64999,6
1400000US06037115202,6037115202,2021,5684,554.96997,9
1400000US06037431900,6037431900,2021,4112,1625.86,41
1400000US06037405701,6037405701,2021,3862,1471.29,35
1400000US06037228220,6037228220,2021,4375,3131.96,69
1400000US06037405102,6037405102,2021,5639,1785.3101,46
1400000US06037901013,6037901013,2021,2813,1928.74,51
1400000US06037213202,6037213202,2021,3942,1949.4399,52
1400000US06037901014,6037901014,2021,5952,1928.74,51
1400000US06037901012,6037901012,2021,3698,1928.74,51
1400000US06037408625,6037408625,2021,4214,2365.1101,60
1400000US06037576402,6037576402,2021,5015,10705.45,94
1400000US06037535607,6037535607,2021,4946,7199.2402,87
1400000US06037602511,6037602511,2021,3494,7497.6299,88
1400000US06037403601,6037403601,2021,6690,1410.38,33
1400000US06037187102,6037187102,2021,3739,1548.16,38
1400000US06037137203,6037137203,2021,3394,525.09003,7
1400000US06037602510,6037602510,2021,3469,7497.8701,88
1400000US06037501001,6037501001,2021,2455,2724.3401,65
1400000US06037433601,6037433601,2021,5066,1985.85,53
1400000US06037137202,6037137202,2021,2627,525.09003,7
1400000US06037109400,6037109400,2021,3903,670.40997,13
1400000US06037222500,6037222500,2021,5120,2417.3799,61
1400000US06037117101,6037117101,2021,5224,609,11
1400000US06037408006,6037408006,2021,3344,1944.65,51
1400000US06037205110,6037205110,2021,3904,2808.5701,66
1400000US06037552001,6037552001,2021,4188,4755.27,79
1400000US06037575901,6037575901,2021,3553,12103.81,96
1400000US06037602104,6037602104,2021,6239,6775.3301,86
1400000US06037533501,6037533501,2021,3051,3844.23,73
1400000US06037302504,6037302504,2021,4273,1777.22,46
1400000US06037406413,6037406413,2021,6868,1626.9,41
1400000US06037216402,6037216402,2021,2521,1695.8101,43
1400000US06037405001,6037405001,2021,6029,1744.42,44
1400000US06037576301,6037576301,2021,4165,11929.77,96
1400000US06037577000,6037577000,2021,7288,9998.6201,93
1400000US06037482303,6037482303,2021,6156,1825.67,47
1400000US06037503802,6037503802,2021,4900,3389.23,70
1400000US06037188300,6037188300,2021,3800,1446.13,34
1400000US06037111205,6037111205,2021,3869,522.58002,7
1400000US06037311000,6037311000,2021,3641,1175.45,26
1400000US06037183222,6037183222,2021,3493,1286.87,29
1400000US06037530202,6037530202,2021,4348,2604.46,64
1400000US06037231601,6037231601,2021,2483,2808.55,66
1400000US06037231602,6037231602,2021,2449,2808.55,66
1400000US06037231603,6037231603,2021,2489,2808.55,66
1400000US06037226420,6037226420,2021,5531,2623.9299,64
1400000US06037502603,6037502603,2021,3531,3251.04,69
1400000US06037502604,6037502604,2021,3408,3251.04,69
